Circonscription,province,parti,Date de début,Date de fin,nom,genre,legislature,urlPhoto
Manicouagan,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Marilène Gill,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GaudreauMarieHélène_BQ.jpg
Sarnia—Lambton,Ontario,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Marilyn Gladu,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GillMarilène_BQ.jpg
Burlington,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Karina Gould,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GouldKarina_Lib.jpg
Kelowna—Lake Country,Colombie-Britannique,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Tracy Gray,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GrayTracy_CPC.jpg
Thunder Bay—Supérieur-Nord,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Patty Hajdu,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/WeilerPatrick_Lib.jpg
Algoma—Manitoulin—Kapuskasing,Ontario,NPD,2019-10-21 00:00:00,2021-09-19 23:59:59,Carol Hughes,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/QualtroughCarla_Lib.jpg
Long Range Mountains,Provinces maritimes,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Gudie Hutchings,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/HutchingsGudie_Lib.jpg
Toronto-Centre,Ontario,PLC,2020-10-26 00:00:00,2021-09-19 23:59:59,Marci Ien,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/IenMarci_Lib.jpg
Markham—Stouffville,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Helena Jaczek,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/JaczekHelena_Lib.jpg
Cloverdale—Langley City,Colombie-Britannique,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Tamara Jansen,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/NoormohamedTaleeb_Lib.jpg
Ahuntsic-Cartierville,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Mélanie Joly,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/Blanchette-JoncasMaxime_BQ.jpg
Labrador,Provinces maritimes,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Yvonne Jones,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/JonesYvonne_Lib.jpg
South Shore—St. Margarets,Provinces maritimes,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Bernadette Jordan,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/JordanBernadette_Lib.jpg
Mississauga—Erin Mills,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Iqra Khalid,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KhalidIqra_Lib.jpg
Brampton-Ouest,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Kamal Khera,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KheraKamal_Lib.jpg
Vimy,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Annie Koutrakis,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KoutrakisAnnie_Lib.jpg
Calgary Midnapore,Alberta,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Stephanie Kusie,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/EllisStephen_CPC.jpg
Vancouver-Est,Colombie-Britannique,NPD,2019-10-21 00:00:00,2021-09-19 23:59:59,Jenny Kwan,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KwanJenny_NDP.jpg
Orléans,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Marie-France Lalonde,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BibeauMarie-Claude_Lib.jpg
Saint-Laurent,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Emmanuella Lambropoulos,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LambropoulosEmmanuella_Lib.jpg
Shefford,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Andréanne Larouche,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LaroucheAndréanne_BQ.jpg
Saint-Léonard—Saint-Michel,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Patricia Lattanzio,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KellyPat_CPC.jpg
Gaspésie—Les Îles-de-la-Madeleine,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Diane Lebouthillier,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LebouthillierDiane_Lib.jpg
Hochelaga,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Soraya Martinez Ferrada,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BergeronStéphane_BQ.jpg
London—Fanshawe,Ontario,NPD,2019-10-21 00:00:00,2021-09-19 23:59:59,Lindsay Mathyssen,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MathyssenLindsay_NDP.jpg
Saanich—Gulf Islands,Colombie-Britannique,PV,2019-10-21 00:00:00,2021-09-19 23:59:59,Elizabeth May,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MayElizabeth_GP.jpg
Kanata—Carleton,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Karen McCrimmon,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/McCrimmonKaren_Lib.jpg
Ottawa-Centre,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Catherine McKenna,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/WagantallCathay_CPC.jpg
Kamloops—Thompson—Cariboo,Colombie-Britannique,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Cathy McLeod,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/McKennaCatherine_Lib.jpg
Edmonton Strathcona,Alberta,NPD,2019-10-21 00:00:00,2021-09-19 23:59:59,Heather McPherson,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/McPhersonHeather_NDP.jpg
Brossard—Saint-Lambert,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Alexandra Mendès,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MendèsAlexandra_Lib.jpg
Avignon—La Mitis—Matane—Matapédia,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Kristina Michaud,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MichaudKristina_BQ.jpg
Peterborough—Kawartha,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Maryam Monsef,F,43,https://cdn-icons-png.flaticon.com/512/1/1247.png
Vancouver Quadra,Colombie-Britannique,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Joyce Murray,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MurrayJoyce_Lib.jpg
Markham—Thornhill,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Mary Ng,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/TabbaraMarwan_Lib.jpg
Saint-Jean,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Christine Normandin,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/NormandinChristine_BQ.jpg
Pickering—Uxbridge,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Jennifer O'Connell,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/OConnellJennifer_Lib.jpg
Repentigny,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Monique Pauzé,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FortierMona_Lib.jpg
Moncton—Riverview—Dieppe,Provinces maritimes,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Ginette Petitpas Taylor,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/PetitpasTaylorGinette_Lib.jpg
Nunavut,Territoires,NPD,2019-10-21 00:00:00,2021-09-19 23:59:59,Mumilaaq Qaqqaq,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/PauzéMonique_BQ.jpg
Delta,Colombie-Britannique,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Carla Qualtrough,F,43,https://cdn-icons-png.flaticon.com/512/1/1247.png
Don Valley-Est,Ontario,Ind.,2019-10-21 00:00:00,2021-09-19 23:59:59,Yasmin Ratansi,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/RatansiYasmin_Lib.jpg
Calgary Nose Hill,Alberta,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Michelle Rempel Garner,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FerreriMichelle_CPC.jpg
Longueuil—Charles-LeMoyne,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Sherry Romanado,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/MarcilSimon_BQ.jpg
Lambton—Kent—Middlesex,Ontario,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Lianne Rood,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RoodLianne_CPC.jpg
Calgary Skyview,Alberta,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Jag Sahota,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/SahotaJag_CPC.jpg
Brampton-Nord,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Ruby Sahota,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/BrosseauRuthEllen_NDP.jpg
York-Centre,Ontario,PLC,2020-10-26 00:00:00,2021-09-19 23:59:59,Ya'ara Saks,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SaksYaara_Lib.jpg
King—Vaughan,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Deb Schulte,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/SchulteDeb_Lib.jpg
Humber River—Black Creek,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Judy A. Sgro,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SgroJudyA_Lib.jpg
Châteauguay—Lacolle,Québec,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Brenda Shanahan,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ShanahanBrenda_Lib.jpg
Port Moody—Coquitlam,Colombie-Britannique,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Nelly Shin,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/EllisNeil_Lib.jpg
Brampton-Sud,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Sonia Sidhu,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ChatelSophie_Lib.jpg
Lakeland,Alberta,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Shannon Stubbs,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ChenShaun_Lib.jpg
Hamilton-Ouest—Ancaster—Dundas,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Filomena Tassi,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/TassiFilomena_Lib.jpg
Lethbridge,Alberta,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Rachael Thomas,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ThomasRachael_CPC.jpg
Ottawa-Ouest—Nepean,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Anita Vandenbeld,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/VandenbeldAnita_Lib.jpg
Elgin—Middlesex—London,Ontario,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Karen Vecchio,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/VecchioKaren_CPC.jpg
Beauport—Limoilou,Québec,BQ,2019-10-21 00:00:00,2021-09-19 23:59:59,Julie Vignola,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/VignolaJulie_BQ.jpg
Yorkton—Melville,Saskatchewan,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Cathay Wagantall,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BennettCarolyn_Lib.jpg
Vancouver Granville,Colombie-Britannique,Ind.,2019-10-21 00:00:00,2021-09-19 23:59:59,Jody Wilson-Raybould,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/WilsonRaybouldJody_Ind.jpg
Richmond-Centre,Colombie-Britannique,PCC,2019-10-21 00:00:00,2021-09-19 23:59:59,Alice Wong,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/WongAlice_CPC.jpg
Scarborough—Agincourt,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Jean Yip,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/YipJean_Lib.jpg
London-Ouest,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Kate Young,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/YoungKate_Lib.jpg
Scarborough-Centre,Ontario,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Salma Zahid,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ZuberiSameer_Lib.jpg
Cumberland—Colchester,Provinces maritimes,PLC,2019-10-21 00:00:00,2021-09-19 23:59:59,Lenore Zann,F,43,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/ZannLenore_Lib.jpg
Edmonton Manning,Alberta,PCC,2021-09-20 00:00:00,,Ziad Aboultaif,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/AboultaifZiad_CPC.jpg
Parry Sound—Muskoka,Ontario,PCC,2021-09-20 00:00:00,,Scott Aitchison,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/BrisonScott_Lib.jpg
Central Okanagan—Similkameen—Nicola,Colombie-Britannique,PCC,2021-09-20 00:00:00,,Dan Albas,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/AlbasDan_CPC.jpg
Cloverdale—Langley City,Colombie-Britannique,PLC,2021-09-20 00:00:00,,John Aldag,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/AldagJohn_Lib.jpg
Mississauga-Centre,Ontario,PLC,2021-09-20 00:00:00,,Omar Alghabra,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/AshtonNiki_NDP.jpg
Brampton-Centre,Ontario,PLC,2021-09-20 00:00:00,,Shafqat Ali,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/StubbsShannon_CPC.jpg
Niagara-Ouest,Ontario,PCC,2021-09-20 00:00:00,,Dean Allison,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/AllisonDean_CPC.jpg
Scarborough—Rouge Park,Ontario,PLC,2021-09-20 00:00:00,,Gary Anandasangaree,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/AnandasangareeGary_Lib.jpg
Timmins—Baie James,Ontario,NPD,2021-09-20 00:00:00,,Charlie Angus,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SousaCharles_Lib.jpg
North Okanagan—Shuswap,Colombie-Britannique,PCC,2021-09-20 00:00:00,,Mel Arnold,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/BernierMaxime_CPC.jpg
Madawaska—Restigouche,Provinces maritimes,PLC,2021-09-20 00:00:00,,René Arseneault,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ArseneaultRené_Lib.jpg
Nepean,Ontario,PLC,2021-09-20 00:00:00,,Chandra Arya,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/CollinsChad_Lib.jpg
Skeena—Bulkley Valley,Colombie-Britannique,NPD,2021-09-20 00:00:00,,Taylor Bachrach,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/JansenTamara_CPC.jpg
Niagara-Centre,Ontario,PLC,2021-09-20 00:00:00,,Vance Badawey,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BadaweyVance_Lib.jpg
Steveston—Richmond-Est,Colombie-Britannique,PLC,2021-09-20 00:00:00,,Parm Bains,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BainsParm_Lib.jpg
Etobicoke-Centre,Ontario,PLC,2021-09-20 00:00:00,,Yvan Baker,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BakerYvan_Lib.jpg
Niagara Falls,Ontario,PCC,2021-09-20 00:00:00,,Tony Baldinelli,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BaldinelliTony_CPC.jpg
Foothills,Alberta,PCC,2021-09-20 00:00:00,,John Barlow,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BarlowJohn_CPC.jpg
Leeds—Grenville—Thousand Islands et Rideau Lakes,Ontario,PCC,2021-09-20 00:00:00,,Michael Barrett,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/JolyMélanie_Lib.jpg
Pierre-Boucher—Les Patriotes—Verchères,Québec,BQ,2021-09-20 00:00:00,,Xavier Barsalou-Duval,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BarsalouDuvalXavier_BQ.jpg
Sydney—Victoria,Provinces maritimes,PLC,2021-09-20 00:00:00,,Jaime Battiste,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BattisteJaime_Lib.jpg
La Pointe-de-l'Île,Québec,BQ,2021-09-20 00:00:00,,Mario Beaulieu,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GladuMarilyn_CPC.jpg
Burnaby-Nord—Seymour,Colombie-Britannique,PLC,2021-09-20 00:00:00,,Terry Beech,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FalkTed_CPC.jpg
Montarville,Québec,BQ,2021-09-20 00:00:00,,Stéphane Bergeron,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/DionStéphane_Lib.jpg
Mégantic—L'Érable,Québec,PCC,2021-09-20 00:00:00,,Luc Berthold,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BertholdLuc_CPC.jpg
Selkirk—Interlake—Eastman,Manitoba,PCC,2021-09-20 00:00:00,,James Bezan,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BezanJames_CPC.jpg
St. Catharines,Ontario,PLC,2021-09-20 00:00:00,,Chris Bittle,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/HardcastleCheryl_NDP.jpg
Elmwood—Transcona,Manitoba,NPD,2021-09-20 00:00:00,,Daniel Blaikie,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BlaikieDaniel_NDP.jpg
Scarborough-Sud-Ouest,Ontario,PLC,2021-09-20 00:00:00,,Bill Blair,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BlairBill_Lib.jpg
Beloeil—Chambly,Québec,BQ,2021-09-20 00:00:00,,Yves-François Blanchet,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BlanchetYves-François_BQ.jpg
Rimouski-Neigette—Témiscouata—Les Basques,Québec,BQ,2021-09-20 00:00:00,,Maxime Blanchette-Joncas,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/BélangerMauril_Lib.jpg
Kings—Hants,Provinces maritimes,PLC,2021-09-20 00:00:00,,Kody Blois,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BloisKody_Lib.jpg
Edmonton-Centre,Alberta,PLC,2021-09-20 00:00:00,,Randy Boissonnault,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BoissonnaultRandy_Lib.jpg
Rosemont—La Petite-Patrie,Québec,NPD,2021-09-20 00:00:00,,Alexandre Boulerice,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BoulericeAlexandre_NDP.jpg
Tobique—Mactaquac,Provinces maritimes,PCC,2021-09-20 00:00:00,,Richard Bragdon,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/CanningsRichard_NDP.jpg
Barrie—Innisfil,Ontario,PCC,2021-09-20 00:00:00,,John Brassard,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BrassardJohn_CPC.jpg
Brantford—Brant,Ontario,PCC,2021-09-20 00:00:00,,Larry Brock,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BrockLarry_CPC.jpg
Lac-Saint-Jean,Québec,BQ,2021-09-20 00:00:00,,Alexis Brunelle-Duceppe,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/Brunelle-DuceppeAlexis_BQ.jpg
Red Deer—Lacombe,Alberta,PCC,2021-09-20 00:00:00,,Blaine Calkins,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/CalkinsBlaine_CPC.jpg
Okanagan-Sud—Kootenay-Ouest,Colombie-Britannique,NPD,2021-09-20 00:00:00,,Richard Cannings,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/HébertRichard_Lib.jpg
Kamloops—Thompson—Cariboo,Colombie-Britannique,PCC,2021-09-20 00:00:00,,Frank Caputo,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/CaputoFrank_CPC.jpg
Oshawa,Ontario,PCC,2021-09-20 00:00:00,,Colin Carrie,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/CarrieColin_CPC.jpg
Charlottetown,Provinces maritimes,PLC,2021-09-20 00:00:00,,Sean Casey,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/FraserSean_Lib.jpg
Calgary Skyview,Alberta,PLC,2021-09-20 00:00:00,,George Chahal,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ChahalGeorge_Lib.jpg
Simcoe-Nord,Ontario,PCC,2021-09-20 00:00:00,,Adam Chambers,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ChambersAdam_CPC.jpg
Saint-Maurice—Champlain,Québec,PLC,2021-09-20 00:00:00,,François-Philippe Champagne,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/ChampagneFrancoisPhilippe_Lib.jpg
Drummond,Québec,BQ,2021-09-20 00:00:00,,Martin Champoux,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/WarawaMark_CPC.jpg
Scarborough-Nord,Ontario,PLC,2021-09-20 00:00:00,,Shaun Chen,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/MalcolmsonSheila_NDP.jpg
Markham—Unionville,Ontario,PLC,2021-09-20 00:00:00,,Paul Chiang,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/HajduPatty_Lib.jpg
Wellington—Halton Hills,Ontario,PCC,2021-09-20 00:00:00,,Michael Chong,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LantsmanMelissa_CPC.jpg
Hamilton-Est—Stoney Creek,Ontario,PLC,2021-09-20 00:00:00,,Chad Collins,H,44,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/CaesarChavannesCelina_Lib.jpg
